date,evening_peak_demand_nr_mw,evening_peak_demand_wr_mw,evening_peak_demand_sr_mw,evening_peak_demand_er_mw,evening_peak_demand_ner_mw,evening_peak_demand_total_mw,peak_shortage_nr_mw,peak_shortage_wr_mw,peak_shortage_sr_mw,peak_shortage_er_mw,peak_shortage_ner_mw,peak_shortage_total_mw,energy_met_nr_mu,energy_met_wr_mu,energy_met_sr_mu,energy_met_er_mu,energy_met_ner_mu,energy_met_total_mu,hydro_gen_nr_mu,hydro_gen_wr_mu,hydro_gen_sr_mu,hydro_gen_er_mu,hydro_gen_ner_mu,hydro_gen_total_mu,wind_gen_nr_mu,wind_gen_wr_mu,wind_gen_sr_mu,wind_gen_er_mu,wind_gen_ner_mu,wind_gen_total_mu,solar_gen_nr_mu,solar_gen_wr_mu,solar_gen_sr_mu,solar_gen_er_mu,solar_gen_ner_mu,solar_gen_total_mu,energy_shortage_nr_mu,energy_shortage_wr_mu,energy_shortage_sr_mu,energy_shortage_er_mu,energy_shortage_ner_mu,energy_shortage_total_mu,max_demand_met_nr_mw,max_demand_met_wr_mw,max_demand_met_sr_mw,max_demand_met_er_mw,max_demand_met_ner_mw,max_demand_met_total_mw,freq_fvi,freq_pct_below_497,freq_pct_497_498,freq_pct_498_499,freq_pct_below_499,freq_pct_499_5005,freq_pct_above_5005,gen_coal_mu,gen_lignite_mu,gen_hydro_mu,gen_nuclear_mu,gen_gas_mu,gen_res_mu,gen_total_mu,share_res_pct,share_nonfossil_pct,outage_central_nr_mw,outage_central_wr_mw,outage_central_sr_mw,outage_central_er_mw,outage_central_ner_mw,outage_central_total_mw,outage_state_nr_mw,outage_state_wr_mw,outage_state_sr_mw,outage_state_er_mw,outage_state_ner_mw,outage_state_total_mw,outage_total_nr_mw,outage_total_wr_mw,outage_total_sr_mw,outage_total_er_mw,outage_total_ner_mw,outage_total_total_mw,ie_schedule_nr_mu,ie_schedule_wr_mu,ie_schedule_sr_mu,ie_schedule_er_mu,ie_schedule_ner_mu,ie_schedule_total_mu,ie_actual_nr_mu,ie_actual_wr_mu,ie_actual_sr_mu,ie_actual_er_mu,ie_actual_ner_mu,ie_actual_total_mu,ie_odud_nr_mu,ie_odud_wr_mu,ie_odud_sr_mu,ie_odud_er_mu,ie_odud_ner_mu,ie_odud_total_mu,trans_bhutan_mu,trans_nepal_mu,trans_bangladesh_mu,diversity_regional,diversity_state,ir_er_nr_import_mu,ir_er_nr_export_mu,ir_er_nr_net_mu,ir_er_wr_import_mu,ir_er_wr_export_mu,ir_er_wr_net_mu,ir_er_sr_import_mu,ir_er_sr_export_mu,ir_er_sr_net_mu,ir_er_ner_import_mu,ir_er_ner_export_mu,ir_er_ner_net_mu,ir_ner_nr_import_mu,ir_ner_nr_export_mu,ir_ner_nr_net_mu,ir_wr_nr_import_mu,ir_wr_nr_export_mu,ir_wr_nr_net_mu,ir_wr_sr_import_mu,ir_wr_sr_export_mu,ir_wr_sr_net_mu,trans_godda_bangladesh_mu,solar_hr_peak_mw,solar_hr_shortage_mw,nonsolar_hr_peak_mw,nonsolar_hr_shortage_mw,xb_export_bhutan_mu,xb_export_nepal_mu,xb_export_bangladesh_mu,xb_export_myanmar_mu,xb_import_bhutan_mu,xb_import_nepal_mu,xb_import_bangladesh_mu,xb_import_myanmar_mu,xb_net_bhutan_mu,xb_net_nepal_mu,xb_net_bangladesh_mu,xb_net_myanmar_mu
2019-04-13,48189.0,49425.0,45732.0,19450.0,2620.0,165416.0,701.0,0.0,0.0,0.0,44.0,745.0,1015.0,1231.0,1075.0,440.0,47.0,3809.0,199.0,39.0,81.0,54.0,3.0,375.0,19.0,57.0,36.0,,,113.0,23.48,25.5,86.99,2.05,0.05,138.0,12.4,0.1,0.0,0.0,0.3,12.7,48243.0,54791.0,47693.0,20159.0,2641.0,167791.0,0.043,0.19,1.17,5.27,6.62,77.08,16.3,2880.0,94.0,375.0,85.0,134.0,326.0,3894.0,8.37,20.18,5200.0,11698.0,6472.0,1350.0,461.0,25181.0,11230.0,12911.0,4820.0,2395.0,50.0,31406.0,16430.0,24609.0,11292.0,3745.0,511.0,56586.0,171.8,-252.2,125.8,-47.2,0.7,-1.0,162.4,-258.3,148.4,-52.8,5.8,5.6,-9.4,-6.1,22.6,-5.6,5.1,6.7,8.7,-7.1,-22.2,1.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-14,46535.0,46848.0,42470.0,20432.0,2385.0,158670.0,538.0,0.0,0.0,0.0,99.0,637.0,978.0,1193.0,1038.0,438.0,41.0,3688.0,195.0,27.0,74.0,63.0,3.0,362.0,15.0,49.0,29.0,,,92.0,22.85,25.0,85.72,2.54,0.04,136.0,11.1,0.0,0.0,0.0,1.5,12.6,46870.0,52438.0,45337.0,21272.0,2406.0,164386.0,0.033,0.0,0.41,5.1,5.51,75.25,19.24,2791.0,93.0,362.0,87.0,124.0,305.0,3763.0,8.11,20.06,5700.0,11569.0,6252.0,1850.0,486.0,25857.0,10980.0,11393.0,4820.0,2895.0,50.0,30138.0,16680.0,22962.0,11072.0,4745.0,536.0,55994.0,171.4,-243.2,116.1,-44.7,0.4,0.0,153.7,-249.1,138.0,-46.2,0.6,-3.0,-17.7,-5.9,21.9,-1.4,0.2,-3.0,10.2,-6.1,-20.4,1.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-15,48045.0,48576.0,45381.0,20761.0,2170.0,164933.0,472.0,0.0,0.0,0.0,208.0,680.0,1007.0,1210.0,1076.0,455.0,39.0,3787.0,195.0,38.0,68.0,57.0,4.0,363.0,31.0,84.0,34.0,,,149.0,22.09,17.2,89.66,2.05,0.03,131.0,10.7,0.0,0.0,0.0,2.0,12.7,48252.0,55039.0,47705.0,21702.0,2191.0,166813.0,0.026,0.0,0.0,1.08,1.08,79.19,19.73,2836.0,92.0,363.0,93.0,132.0,355.0,3871.0,9.17,20.95,5606.0,10139.0,6252.0,600.0,451.0,23047.0,11225.0,12803.0,4610.0,2895.0,50.0,31583.0,16831.0,22942.0,10862.0,3495.0,501.0,54630.0,170.6,-256.9,128.1,-41.4,-0.4,0.0,157.2,-265.5,147.2,-37.5,-2.7,-1.3,-13.4,-8.6,19.2,3.9,-2.3,-1.3,9.1,-7.2,-23.2,1.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-16,38579.0,46137.0,45877.0,21009.0,2322.0,153924.0,452.0,0.0,0.0,0.0,191.0,643.0,830.0,1159.0,1095.0,458.0,38.0,3581.0,207.0,29.0,81.0,55.0,6.0,377.0,24.0,63.0,35.0,,,122.0,16.87,17.66,87.23,1.96,0.03,124.0,10.1,0.0,0.0,0.0,1.9,12.0,39170.0,52374.0,48572.0,21443.0,2330.0,156659.0,0.053,0.0,0.98,6.83,7.81,63.5,28.69,2657.0,83.0,377.0,92.0,135.0,321.0,3666.0,8.76,21.57,4775.0,12048.0,6712.0,600.0,486.0,24621.0,14525.0,14079.0,4610.0,3175.0,50.0,36439.0,19300.0,26127.0,11322.0,3775.0,536.0,61059.0,130.8,-230.3,139.4,-40.2,0.3,0.1,86.9,-234.0,166.5,-23.4,-1.2,-5.2,-43.9,-3.7,27.1,16.8,-1.6,-5.4,10.2,-6.4,-23.6,1.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-17,38165.0,46542.0,43897.0,20402.0,2074.0,151080.0,479.0,0.0,0.0,0.0,391.0,870.0,774.0,1103.0,1076.0,413.0,31.0,3397.0,205.0,36.0,72.0,68.0,3.0,384.0,7.0,67.0,32.0,,,106.0,20.35,25.32,78.04,1.84,0.05,126.0,9.3,0.0,0.0,0.0,7.4,16.7,38567.0,48973.0,47707.0,21239.0,2092.0,154542.0,0.028,0.0,0.07,3.17,3.24,73.85,22.91,2512.0,85.0,384.0,95.0,115.0,300.0,3490.0,8.58,22.3,5766.0,11913.0,7212.0,600.0,486.0,25976.0,14145.0,15589.0,4110.0,2675.0,50.0,36569.0,19911.0,27502.0,11322.0,3275.0,536.0,62545.0,117.0,-204.0,137.8,-48.3,-2.8,-0.3,83.3,-207.6,165.7,-42.1,-3.4,-4.1,-33.7,-3.6,27.9,6.2,-0.6,-3.8,14.0,-4.1,-22.6,1.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-18,43081.0,47990.0,39753.0,21125.0,2389.0,154338.0,529.0,0.0,0.0,0.0,141.0,670.0,827.0,1164.0,989.0,433.0,41.0,3455.0,197.0,44.0,47.0,63.0,4.0,356.0,12.0,39.0,37.0,,,88.0,28.62,26.76,84.79,2.14,0.05,142.0,11.1,0.0,0.0,0.0,1.4,12.5,43651.0,51360.0,43535.0,21443.0,2399.0,157400.0,0.029,0.0,0.0,3.13,3.13,75.86,21.02,2588.0,81.0,356.0,96.0,113.0,297.0,3531.0,8.4,21.2,5266.0,11637.0,7462.0,600.0,486.0,25451.0,13280.0,15038.0,4710.0,2675.0,50.0,35753.0,18546.0,26675.0,12172.0,3275.0,536.0,61203.0,136.0,-213.0,134.6,-59.1,0.1,-1.6,108.5,-206.5,140.9,-48.8,2.3,-3.6,-27.5,6.5,6.4,10.3,2.3,-2.0,11.1,-7.2,-21.5,1.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-19,44267.0,47365.0,41839.0,20055.0,2429.0,155955.0,499.0,0.0,0.0,0.0,121.0,620.0,885.0,1167.0,994.0,421.0,44.0,3511.0,187.0,33.0,61.0,53.0,4.0,338.0,5.0,49.0,41.0,,,95.0,26.27,28.27,84.3,0.94,0.05,140.0,10.6,0.0,0.0,0.0,1.0,11.5,44866.0,51504.0,45026.0,20446.0,2416.0,158452.0,0.027,0.0,0.16,4.7,4.86,78.16,16.98,2650.0,81.0,338.0,96.0,117.0,304.0,3585.0,8.48,20.58,5266.0,11587.0,7762.0,810.0,472.0,25897.0,13130.0,15339.0,5910.0,2595.0,50.0,37024.0,18396.0,26926.0,13672.0,3405.0,522.0,62920.0,163.4,-236.6,144.1,-72.2,0.0,-1.3,160.2,-254.0,159.9,-71.1,4.5,-0.5,-3.2,-17.4,15.7,1.1,4.5,0.8,8.9,-7.7,-18.7,1.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-20,45216.0,48453.0,40518.0,21104.0,2161.0,157452.0,539.0,0.0,0.0,0.0,436.0,975.0,923.0,1197.0,999.0,427.0,40.0,3586.0,182.0,45.0,66.0,50.0,5.0,348.0,4.0,54.0,35.0,,,93.0,28.17,28.3,84.67,1.1,0.04,142.0,10.6,0.0,0.0,0.0,3.6,14.2,46096.0,53083.0,44437.0,21524.0,2143.0,159415.0,0.034,0.0,0.07,6.48,6.55,79.11,14.34,2702.0,86.0,348.0,96.0,115.0,304.0,3651.0,8.33,20.48,5266.0,11287.0,7762.0,1560.0,497.0,26372.0,13130.0,14403.0,6720.0,2175.0,50.0,36478.0,18396.0,25690.0,14482.0,3735.0,547.0,62849.0,169.5,-247.5,150.4,-73.7,1.0,-0.4,157.9,-253.5,160.8,-72.9,7.5,-0.2,-11.6,-6.0,10.4,0.8,6.5,0.2,7.2,-8.2,-19.2,1.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-21,43874.0,46670.0,39063.0,16779.0,2328.0,148714.0,519.0,0.0,0.0,0.0,115.0,634.0,913.0,1171.0,941.0,418.0,41.0,3484.0,200.0,34.0,55.0,43.0,5.0,336.0,14.0,54.0,33.0,,,100.0,26.99,28.0,84.66,2.04,0.05,142.0,13.5,0.0,0.0,0.0,2.5,16.0,45045.0,51259.0,41297.0,20519.0,2273.0,153035.0,0.037,0.0,0.61,5.64,6.25,75.78,17.97,2617.0,83.0,336.0,94.0,121.0,309.0,3560.0,8.68,20.77,5475.0,13217.0,7102.0,1310.0,472.0,27576.0,12145.0,14309.0,5920.0,2385.0,50.0,34809.0,17620.0,27526.0,13022.0,3695.0,522.0,62385.0,150.2,-236.6,146.8,-60.7,-1.2,-1.6,144.4,-244.7,153.2,-54.9,-0.1,-2.1,-5.8,-8.1,6.4,5.9,1.1,-0.5,5.3,-9.7,-23.0,1.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-22,47645.0,50357.0,40828.0,20259.0,2435.0,161524.0,507.0,25.0,0.0,0.0,137.0,669.0,1002.0,1228.0,987.0,416.0,41.0,3675.0,213.0,42.0,68.0,42.0,6.0,372.0,18.0,54.0,38.0,,,111.0,25.83,26.98,85.17,2.04,0.04,140.0,11.6,0.4,0.0,0.0,1.5,13.5,48650.0,54974.0,44882.0,20487.0,2438.0,163392.0,0.035,0.0,0.34,6.06,6.4,78.11,15.49,2770.0,81.0,372.0,92.0,123.0,319.0,3758.0,8.5,20.84,5555.0,13917.0,6502.0,2100.0,569.0,28643.0,12010.0,12999.0,4720.0,2385.0,50.0,32164.0,17565.0,26916.0,11222.0,4485.0,619.0,60807.0,174.9,-243.8,126.6,-57.4,0.1,0.4,172.3,-236.4,127.7,-65.5,1.4,-0.5,-2.7,7.4,1.1,-8.1,1.2,-1.0,5.4,-8.8,-21.5,1.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-23,49837.0,47919.0,42232.0,20654.0,2605.0,163247.0,512.0,0.0,0.0,0.0,32.0,544.0,1059.0,1207.0,974.0,432.0,45.0,3717.0,238.0,37.0,63.0,52.0,6.0,396.0,32.0,56.0,31.0,,,119.0,26.72,25.47,86.48,2.02,0.05,141.0,10.0,0.0,0.0,0.0,0.9,11.0,50808.0,52689.0,43302.0,21404.0,2624.0,167669.0,0.038,0.0,0.06,5.17,5.23,67.44,27.33,2793.0,77.0,396.0,91.0,124.0,326.0,3807.0,8.57,21.36,5220.0,12247.0,6712.0,2625.0,544.0,27348.0,11200.0,13679.0,4930.0,2385.0,50.0,32244.0,16420.0,25926.0,11642.0,5010.0,594.0,59592.0,196.3,-257.6,111.1,-50.2,0.3,0.1,186.6,-260.0,119.6,-54.8,4.9,-3.7,-9.8,-2.4,8.4,-4.7,4.6,-3.8,6.5,-8.6,-23.5,1.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-24,47698.0,50853.0,43941.0,21899.0,2638.0,167029.0,605.0,0.0,0.0,200.0,117.0,922.0,1063.0,1243.0,1014.0,454.0,47.0,3821.0,242.0,42.0,74.0,59.0,6.0,422.0,30.0,58.0,32.0,,,120.0,25.18,26.03,87.68,2.24,0.05,141.0,7.7,0.0,0.0,0.6,1.8,10.0,50999.0,55165.0,45072.0,22709.0,2657.0,173318.0,0.048,0.0,0.97,9.48,10.45,72.28,17.27,2855.0,85.0,422.0,91.0,124.0,328.0,3905.0,8.39,21.53,4970.0,11969.0,6502.0,1825.0,823.0,26089.0,9920.0,13009.0,4930.0,2635.0,50.0,30544.0,14890.0,24978.0,11432.0,4460.0,873.0,56633.0,189.6,-251.4,108.0,-49.0,2.2,-0.6,169.5,-260.1,119.9,-39.6,7.2,-3.1,-20.1,-8.7,11.8,9.4,5.0,-2.5,5.1,-10.5,-24.0,1.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-25,50958.0,51370.0,44505.0,22527.0,2733.0,172093.0,532.0,30.0,0.0,0.0,56.0,618.0,1108.0,1269.0,1037.0,473.0,48.0,3936.0,254.0,50.0,77.0,66.0,6.0,454.0,9.0,55.0,40.0,,,104.0,24.86,25.8,91.54,2.05,0.04,144.0,9.9,0.1,0.0,0.0,3.4,13.4,51674.0,55935.0,45342.0,22805.0,2702.0,174389.0,0.034,0.0,0.21,7.09,7.3,78.66,14.04,2963.0,90.0,454.0,92.0,124.0,310.0,4033.0,7.69,21.24,4760.0,12099.0,6502.0,1825.0,773.0,25959.0,8100.0,12868.0,4720.0,2635.0,50.0,28373.0,12860.0,24967.0,11222.0,4460.0,823.0,54332.0,203.2,-260.4,110.0,-56.5,3.3,-0.4,189.3,-270.9,123.2,-47.4,10.4,4.6,-14.0,-10.5,13.2,9.2,7.1,4.9,8.4,-9.7,-24.4,1.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-26,52129.0,51580.0,44662.0,21089.0,2734.0,172194.0,548.0,30.0,80.0,0.0,108.0,766.0,1119.0,1276.0,1057.0,475.0,50.0,3976.0,262.0,43.0,86.0,71.0,5.0,466.0,10.0,65.0,28.0,,,103.0,24.19,26.28,87.18,0.76,0.05,138.0,10.6,0.2,0.7,0.0,1.2,12.6,52930.0,55847.0,46265.0,22211.0,2649.0,176487.0,0.034,0.12,0.6,3.31,4.03,73.46,22.51,2960.0,89.0,466.0,91.0,130.0,309.0,4045.0,7.65,21.43,4872.0,11139.0,7502.0,1825.0,502.0,25840.0,7850.0,12598.0,4720.0,2945.0,50.0,28163.0,12722.0,23737.0,12222.0,4770.0,552.0,54003.0,198.7,-264.3,103.8,-44.0,5.9,0.1,177.5,-270.9,131.7,-44.5,9.0,2.9,-21.2,-6.6,28.0,-0.5,3.1,2.8,10.0,-8.9,-22.8,1.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-27,50974.0,51831.0,43411.0,21820.0,2549.0,170585.0,548.0,30.0,20.0,0.0,199.0,797.0,1092.0,1272.0,1052.0,474.0,46.0,3937.0,260.0,40.0,86.0,71.0,5.0,462.0,7.0,71.0,30.0,,,108.0,26.25,26.1,79.61,1.02,0.03,133.0,11.3,0.1,0.4,0.0,2.9,14.7,53200.0,55741.0,46785.0,22855.0,2599.0,176232.0,0.057,0.0,1.11,9.77,10.88,65.34,23.78,2959.0,87.0,462.0,93.0,123.0,310.0,4034.0,7.68,21.45,4872.0,12395.0,7002.0,1300.0,502.0,26071.0,7190.0,13292.0,4720.0,2735.0,50.0,27987.0,12062.0,25687.0,11722.0,4035.0,552.0,54058.0,176.4,-249.5,109.3,-41.2,5.2,0.2,145.1,-262.0,142.1,-33.5,7.7,-0.6,-31.3,-12.6,32.7,7.7,2.6,-0.8,11.4,-8.3,-23.8,1.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-28,48941.0,49191.0,40163.0,21518.0,2104.0,161917.0,529.0,0.0,0.0,0.0,465.0,994.0,1054.0,1247.0,992.0,471.0,40.0,3804.0,262.0,35.0,66.0,76.0,4.0,443.0,8.0,67.0,31.0,,,106.0,32.5,26.98,74.73,0.95,0.03,135.0,10.5,0.0,0.0,0.0,3.2,13.7,52892.0,55242.0,43377.0,22687.0,2063.0,174344.0,0.036,0.0,0.0,1.7,1.7,66.39,31.91,2842.0,80.0,443.0,94.0,113.0,309.0,3881.0,7.97,21.8,5082.0,11479.0,6962.0,1100.0,405.0,25028.0,7340.0,12822.0,4580.0,2385.0,50.0,27177.0,12422.0,24301.0,11542.0,3485.0,455.0,52205.0,158.8,-232.9,126.8,-58.0,4.8,-0.6,131.1,-242.4,158.5,-44.4,2.1,5.0,-27.7,-9.5,31.7,13.7,-2.6,5.6,11.3,-7.8,-24.7,1.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-29,52255.0,51158.0,42381.0,21923.0,2420.0,170137.0,520.0,225.0,0.0,0.0,217.0,962.0,1137.0,1262.0,1032.0,482.0,42.0,3954.0,265.0,24.0,70.0,80.0,8.0,447.0,19.0,92.0,56.0,,,167.0,27.0,26.73,73.71,2.05,0.03,130.0,10.7,0.3,0.0,0.0,3.4,14.3,54971.0,56313.0,46275.0,23018.0,2351.0,176810.0,0.032,0.0,0.56,0.81,1.37,71.92,26.71,2921.0,81.0,447.0,95.0,127.0,358.0,4028.0,8.89,22.34,4872.0,11739.0,6052.0,1100.0,170.0,23933.0,7340.0,12493.0,4930.0,2385.0,50.0,27198.0,12212.0,24232.0,10982.0,3485.0,220.0,51131.0,180.1,-265.8,136.1,-54.0,3.0,-0.6,162.3,-273.0,163.3,-55.9,-2.3,-5.6,-17.8,-7.2,27.2,-1.9,-5.3,-5.0,14.2,-8.9,-23.8,1.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-30,52619.0,51122.0,42302.0,21112.0,2405.0,169560.0,518.0,0.0,0.0,0.0,190.0,708.0,1160.0,1267.0,1007.0,475.0,40.0,3948.0,265.0,33.0,55.0,80.0,10.0,443.0,23.0,116.0,124.0,,,263.0,26.81,27.35,74.31,2.03,0.03,131.0,10.4,0.0,0.0,0.0,4.5,14.9,55500.0,56616.0,45273.0,22585.0,2419.0,174398.0,0.04,0.0,0.0,0.6,0.6,60.95,38.45,2824.0,73.0,443.0,95.0,123.0,456.0,4014.0,11.37,24.78,4872.0,11129.0,6852.0,1600.0,195.0,24648.0,7340.0,12894.0,6270.0,2985.0,50.0,29539.0,12212.0,24023.0,13122.0,4585.0,245.0,54187.0,195.6,-255.7,121.3,-59.3,-1.8,0.2,188.3,-261.1,125.5,-51.9,-4.0,-3.1,-7.3,-5.4,4.2,7.4,-2.3,-3.3,10.3,-9.5,-24.3,1.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-01,51475.0,46853.0,38357.0,20354.0,2236.0,159275.0,522.0,0.0,0.0,0.0,184.0,706.0,1160.0,1201.0,898.0,447.0,37.0,3742.0,261.0,38.0,47.0,86.0,14.0,445.0,13.0,86.0,147.0,,,247.0,25.04,25.35,68.03,2.67,0.03,121.0,10.4,0.0,0.0,0.0,6.7,17.0,54941.0,55611.0,38998.0,21718.0,2229.0,171004.0,0.056,0.0,0.0,1.7,1.7,56.83,41.47,2623.0,71.0,445.0,95.0,120.0,434.0,3788.0,11.46,25.71,4857.0,11529.0,7602.0,2060.0,60.0,26108.0,7950.0,14609.0,7790.0,2985.0,50.0,33384.0,12807.0,26138.0,15392.0,5045.0,110.0,59492.0,229.9,-239.7,67.4,-52.5,-6.5,-1.4,224.3,-241.9,63.8,-37.0,-9.5,-0.3,-5.6,-2.2,-3.6,15.4,-3.1,1.0,12.7,-7.8,-22.6,1.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-02,44491.0,50055.0,42719.0,20980.0,2493.0,160738.0,531.0,0.0,0.0,0.0,153.0,684.0,1104.0,1235.0,965.0,448.0,42.0,3794.0,244.0,54.0,72.0,85.0,19.0,474.0,12.0,86.0,166.0,,,265.0,25.75,25.77,81.48,2.04,0.04,135.0,10.2,0.0,0.0,0.0,3.2,13.4,53268.0,55552.0,43617.0,21827.0,2450.0,167890.0,0.038,0.0,0.2,3.25,3.45,67.13,29.42,2619.0,71.0,474.0,95.0,134.0,467.0,3859.0,12.09,26.84,5357.0,10880.0,8102.0,2060.0,95.0,26493.0,9270.0,13428.0,7840.0,2775.0,50.0,33363.0,14627.0,24308.0,15942.0,4835.0,145.0,59856.0,217.9,-225.8,67.1,-49.3,-9.7,0.2,205.8,-237.2,77.8,-40.1,-9.4,-3.0,-12.1,-11.4,10.8,9.3,0.3,-3.2,14.8,-8.2,-24.1,1.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-03,47791.0,48353.0,43853.0,14655.0,2351.0,157003.0,531.0,0.0,0.0,0.0,229.0,760.0,1068.0,1220.0,1010.0,353.0,42.0,3694.0,236.0,53.0,73.0,73.0,15.0,451.0,15.0,89.0,167.0,,,271.0,26.38,25.68,90.23,1.86,0.02,144.0,10.8,0.0,0.0,0.0,2.0,12.8,52971.0,54107.0,44301.0,20729.0,2191.0,164210.0,0.046,0.0,1.39,4.76,6.15,65.96,27.89,2537.0,77.0,451.0,95.0,130.0,475.0,3765.0,12.62,27.13,5467.0,11680.0,8102.0,2760.0,137.0,28145.0,9730.0,14368.0,7580.0,5045.0,50.0,36773.0,15197.0,26048.0,15682.0,7805.0,187.0,64918.0,220.9,-214.3,73.5,-68.5,-11.3,0.4,220.3,-230.0,84.3,-62.7,-8.2,3.9,-0.6,-15.8,10.8,5.9,3.2,3.5,14.3,-6.7,-16.8,1.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-04,49941.0,48786.0,42914.0,18216.0,1419.0,161276.0,546.0,0.0,20.0,0.0,936.0,1502.0,1129.0,1211.0,1019.0,319.0,34.0,3711.0,228.0,55.0,78.0,94.0,17.0,472.0,19.0,76.0,147.0,,,242.0,26.0,25.26,87.88,2.06,0.01,141.0,10.9,0.0,0.1,0.0,6.9,18.0,53324.0,54701.0,43488.0,18544.0,1490.0,166591.0,0.041,0.0,1.06,8.14,9.2,76.28,14.51,2577.0,74.0,472.0,95.0,124.0,444.0,3787.0,11.73,26.71,5466.0,11595.0,7852.0,1850.0,356.0,27119.0,9730.0,14774.0,7160.0,4875.0,50.0,36589.0,15196.0,26369.0,15012.0,6725.0,406.0,63707.0,260.2,-247.4,96.5,-96.8,-12.7,-0.2,261.0,-256.0,114.1,-108.0,-14.0,-3.0,0.8,-8.7,17.5,-11.3,-1.2,-2.8,26.6,-6.6,-13.8,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-05,48479.0,46846.0,40659.0,18725.0,2195.0,156904.0,502.0,0.0,0.0,0.0,255.0,757.0,1077.0,1184.0,982.0,372.0,34.0,3648.0,228.0,48.0,75.0,92.0,25.0,469.0,14.0,65.0,68.0,,,147.0,27.51,25.2,85.19,0.91,0.04,139.0,10.3,0.0,0.0,0.0,7.2,17.5,53633.0,52582.0,42521.0,19976.0,2191.0,168619.0,0.032,0.0,0.0,6.75,6.75,74.11,19.14,2627.0,76.0,469.0,96.0,114.0,346.0,3728.0,9.28,24.44,5467.0,11935.0,7852.0,1850.0,91.0,27194.0,8410.0,14139.0,5610.0,4115.0,50.0,32324.0,13877.0,26074.0,13462.0,5965.0,141.0,59518.0,232.4,-239.6,97.5,-77.8,-12.9,-0.4,212.8,-237.4,132.1,-92.0,-18.6,-3.1,-19.6,2.2,34.7,-14.3,-5.7,-2.7,27.7,-8.4,-23.4,1.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-06,51369.0,49901.0,44591.0,20017.0,2395.0,168273.0,554.0,0.0,0.0,0.0,224.0,778.0,1144.0,1217.0,1045.0,410.0,41.0,3857.0,232.0,54.0,86.0,93.0,27.0,492.0,42.0,62.0,54.0,,,157.0,34.39,25.72,85.89,1.06,0.04,147.0,11.2,0.0,0.0,0.0,2.1,13.4,55059.0,54455.0,46206.0,20711.0,2367.0,174525.0,0.043,0.01,1.91,6.18,8.1,80.36,11.54,2794.0,78.0,492.0,95.0,123.0,368.0,3950.0,9.32,24.18,4967.0,11885.0,7852.0,1350.0,91.0,26144.0,8410.0,12849.0,3910.0,3275.0,50.0,28494.0,13377.0,24734.0,11762.0,4625.0,141.0,54638.0,251.4,-252.9,101.0,-82.6,-17.3,-0.4,236.3,-259.6,136.2,-94.1,-20.8,-1.9,-15.1,-6.7,35.2,-11.4,-3.5,-1.5,20.4,-9.3,-26.6,1.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
